Longitude,Latitude,Country,State,Locality,Elevation,Temperature,Precipitation,Buffer_0km ,Buffer_1km,Biome,Kingdom_host,Subkingdom_host,Phylum_host,Class_host,Order_host,Family_host,Genus_host,Host_species,Authors_host,IUCN,FishBase,Site_of_infection,Parasite_habitat,Exotic_or_native,Environment,Kingdom_parasite,Subkingdom_parasite,Phylum_parasite,Class_parasite,Order_parasite,Family_parasite,Genus_parasite,Parasite_species,Authors_parasite,Stage,Reference,
-102.6175,21.86138889,Mexico,Aguascalientes,Rio Gil,1794,18.9,582,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Yuriria,Yuriria_alta,"(Jordan, 1880)",EN,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Schyzocotyle,Schyzocotyle_acheilognathi,"(Yamaguti, 1934) Brabec, Waeschenbach, Scholz, Littlewood & Kuchta, 2015",Adult,"Pérez-Ponce de León, G., B. Mendoza-Garfias, R. Rosas-Valdez & A. Choudhury. 2013. New host and locality records of freshwater fish helminth parasites in river basins north of the Transmexican Volcanic Belt: another look at biogeographical patterns. Revista Mexicana de Biodiversidad. 84(2): 556-562.",
-102.8066667,21.79111111,Mexico,Aguascalientes,Rio Calvillo,1562,20.3,618,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis_macrochirus,"Rafinesque, 1819",LC,NA,Heart,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Aguilar-Castellanos, E. 2002. Inventario de helmintos parásitos de peces de la cuenca del Río Pánuco y parte del Lerma-Santiago. BSc Thesis, Facultad de Ciencias, UNAM. Mexico City: 53 pp.",
-102.8066667,21.79111111,Mexico,Aguascalientes,Rio Calvillo,1562,20.3,618,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poeciliopsis,Poeciliopsis_sp.,NA,NA,NA,Mesentery,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Aguilar-Castellanos, E. 2002. Inventario de helmintos parásitos de peces de la cuenca del Río Pánuco y parte del Lerma-Santiago. BSc Thesis, Facultad de Ciencias, UNAM. Mexico City: 53 pp.",
-102.6175,21.86138889,Mexico,Aguascalientes,Rio Gil,1794,18.9,582,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Yuriria,Yuriria_alta,"(Jordan, 1880)",EN,NA,Mesentery,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Pérez-Ponce de León, G., B. Mendoza-Garfias, R. Rosas-Valdez & A. Choudhury. 2013. New host and locality records of freshwater fish helminth parasites in river basins north of the Transmexican Volcanic Belt: another look at biogeographical patterns. Revista Mexicana de Biodiversidad. 84(2): 556-562.",
-116.6322222,31.73805556,Mexico,Baja California,Estero Punta Banda,-6,16.5,305,0,1,"Mediterranean Forests, Woodlands & Scrub",Animalia,Eumetazoa,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys_californicus,"(Ayres, 1859)",NA,LC,Mesentery,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,Corynosoma_strumosum,"(Rudolphi, 1802) Lühe, 1904",Larva,"Castillo-Sánchez, E., J. A. Rosales-Casián & G. Pérez-Ponce de León. 1998. Helmintos parásitos de Paralichthys californicus (Osteichthyes: Paralichthyidae) en el Estero de Punta Banda, Bahía de Todos Santos y Bahía de San Quintín, Baja California, México. Ciencias Marinas. 24(4): 1-20.",
-115.6380556,31.11111111,Mexico,Baja California,Arroyo San Rafael,1199,14,353,1,1,"Mediterranean Forests, Woodlands & Scrub",Animalia,Eumetazoa,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus_mykiss,"(Walbaum, 1792)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_cascadilla,"Wigdor, 1918",Adult,"Valles-Ríos, M. E. & G. Ruíz-Campos. 1997. Prevalencia e intensidad de helmintos parásitos del tracto digestivo de la trucha arcoiris Oncorhynchus mykiss nelsoni (Pisces: Salmonidae) de Baja California, México. Revista de Biología Tropical. 44(3): 579-584.",
-116.6322222,31.73805556,Mexico,Baja California,Estero Punta Banda,-6,16.5,305,0,1,"Mediterranean Forests, Woodlands & Scrub",Animalia,Eumetazoa,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys_californicus,"(Ayres, 1859)",NA,LC,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Nematoda,Chromadorea,Rhabditida,Camallanidae,Procamallanus,Procamallanus_pereirai,"(Annereaux, 1946) Olsen, 1952",Adult,"Castillo-Sánchez, E., J. A. Rosales-Casián & G. Pérez-Ponce de León. 1998. Helmintos parásitos de Paralichthys californicus (Osteichthyes: Paralichthyidae) en el Estero de Punta Banda, Bahía de Todos Santos y Bahía de San Quintín, Baja California, México. Ciencias Marinas. 24(4): 1-20.",
-115.1436111,32.11083333,Mexico,Baja California,Rio Colorado,-1,22.2,61,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil_cephalus,"Linneo, 1758",LC,NA,Liver,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Rhabditida,Anisakidae,Contracaecum,Contracaecum_multipapillatum,"(Von Drasche, 1882) Lucker, 1941",Larva,"Valles-Ríos, M. E., G. Ruíz-Campos & L. Galavíz-Silva. 2000. Prevalencia en intensidad parasitaria en Mugil cephalus (Pisces: Mugilidae), del Río Colorado, Baja Calfornia, México. Revista de Biología Tropical. 48 (2/3): 495-501.",
-115.2661111,32.38916667,Mexico,Baja California,Geotérmica en Mexicali,16,22.6,65,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon_macularius,"Baird & Girard, 1853",VU,NA,Gallbladder,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Glossocercus,Glossocercus_auritus,"(Rudolphi, 1819) Bona, 1994",Larva,"Specimens deposited in the Colección Nacional de Helmintos, Instituto de Biología, UNAM. Accession number: CNHE 10799.",
-115.1436111,32.11083333,Mexico,Baja California,Rio Colorado,-1,22.2,61,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poeciliopsis,Poeciliopsis_sonoriensis,"(Girard, 1859)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Schyzocotyle,Schyzocotyle_acheilognathi,"(Yamaguti, 1934) Brabec, Waeschenbach, Scholz, Littlewood & Kuchta, 2015",Adult,"Pérez-Ponce de León, G., O. Lagunas-Calvo, L. García-Prieto, R. Briosio-Aguilar & R. Aguilar-Aguilar. 2018. Update on the distribution of the co-invasive Schyzocotyle acheilognathi (= Bothriocephalus acheilognathi), the Asian fish tapeworm, in freshwater fishes of Mexico. Journal of Helminthology. 82(3): 279-290.",
-115.6380556,31.11111111,Mexico,Baja California,Arroyo San Rafael,1199,14,353,1,1,"Mediterranean Forests, Woodlands & Scrub",Animalia,Eumetazoa,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus_mykiss,"(Walbaum, 1792)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Allocreadiidae,Crepidostomum,Crepidostomum_cooperi,"Hopkins, 1931",Adult,"Valles-Ríos, M. E. & G. Ruíz-Campos. 1997. Prevalencia e intensidad de helmintos parásitos del tracto digestivo de la trucha arcoiris Oncorhynchus mykiss nelsoni (Pisces: Salmonidae) de Baja California, México. Revista de Biología Tropical. 44(3): 579-584.",
-116.6322222,31.73805556,Mexico,Baja California,Estero Punta Banda,-6,16.5,305,0,1,"Mediterranean Forests, Woodlands & Scrub",Animalia,Eumetazoa,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys_californicus,"(Ayres, 1859)",NA,LC,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Acanthocolpidae,Stephanostomum,Stephanostomum_dentatum,"(Linton, 1900) Linton, 1940",Adult,"Castillo-Sánchez, E., J. A. Rosales-Casián & G. Pérez-Ponce de León. 1998. Helmintos parásitos de Paralichthys californicus (Osteichthyes: Paralichthyidae) en el Estero de Punta Banda, Bahía de Todos Santos y Bahía de San Quintín, Baja California, México. Ciencias Marinas. 24(4): 1-20.",
-116.6322222,31.73805556,Mexico,Baja California,Estero Punta Banda,-6,16.5,305,0,1,"Mediterranean Forests, Woodlands & Scrub",Animalia,Eumetazoa,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys_californicus,"(Ayres, 1859)",NA,LC,NA,NA,Native,Brackish,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Hemiuridae,Parahemiurus,Parahemiurus_merus,"(Linton, 1910) Manter, 1940",Adult,"Castillo-Sánchez, E., J. A. Rosales-Casián & G. Pérez-Ponce de León. 1998. Helmintos parásitos de Paralichthys californicus (Osteichthyes: Paralichthyidae) en el Estero de Punta Banda, Bahía de Todos Santos y Bahía de San Quintín, Baja California, México. Ciencias Marinas. 24(4): 1-20.",
-116.6322222,31.73805556,Mexico,Baja California,Estero Punta Banda,-6,16.5,305,0,1,"Mediterranean Forests, Woodlands & Scrub",Animalia,Eumetazoa,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys_californicus,"(Ayres, 1859)",NA,LC,Stomach,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Hemiuridae,Tubulovesicula,Tubulovesicula_lindbergi,"(Layman, 1930) Yamaguti, 1934",Adult,"Castillo-Sánchez, E., J. A. Rosales-Casián & G. Pérez-Ponce de León. 1998. Helmintos parásitos de Paralichthys californicus (Osteichthyes: Paralichthyidae) en el Estero de Punta Banda, Bahía de Todos Santos y Bahía de San Quintín, Baja California, México. Ciencias Marinas. 24(4): 1-20.",
-116.6322222,31.73805556,Mexico,Baja California,Estero Punta Banda,-6,16.5,305,0,1,"Mediterranean Forests, Woodlands & Scrub",Animalia,Eumetazoa,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys_californicus,"(Ayres, 1859)",NA,LC,Stomach,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Cryptogonimidae,Stegopa,Stegopa_magdalenae,"(Arai, 1962) Miller & Cribb, 2008",Adult,"Castillo-Sánchez, E., J. A. Rosales-Casián & G. Pérez-Ponce de León. 1998. Helmintos parásitos de Paralichthys californicus (Osteichthyes: Paralichthyidae) en el Estero de Punta Banda, Bahía de Todos Santos y Bahía de San Quintín, Baja California, México. Ciencias Marinas. 24(4): 1-20.",
-110.2397222,23.43722222,Mexico,Baja California Sur,Todos Santos,-5,22.8,140,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Eleotridae,Dormitator,Dormitator_latifrons,"(Richardson, 1844)",LC,NA,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_brentnickoli,"Monks, Pulido & Violante, 2011",Adult,"Pinacho-Pinacho, C. D., A. L. Sereno-Uribe, G. Pérez-Ponce de León & M. García-Varela. 2015. Checklist of the species of Neoechinorhynchus (Acanthocephala: Neoechinorhynchidae) in fishes and turtles in Middle-America, and their delimitation based on sequences of the 28S rDNA. Zootaxa. 3985: 98-116.",
-114.1069444,27.61055556,Mexico,Baja California Sur,Laguna Scammon (Ojo de Liebre),5,20.8,99,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys_mirabilis,"Cooper, 1864",LC,NA,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Microsentis,Microsentis_wardae,"Martin & Multani, 1966",Adult,"Martin, E. W. & S. Multani. 1966. Microsentis wardae n.g., n. sp. (Acanthocephala) in the marine fish Gillichthys mirabilis Cooper. Transactions of the American Microscopical Society. 85 (4): 536-540.",
-109.6913889,23.05888889,Mexico,Baja California Sur,Oasis San José del Cabo,9,23.9,212,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Eleotridae,Eleotris,Eleotris_picta,"Kner, 1863",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_brentnickoli,"Monks, Pulido & Violante, 2011",Adult,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-109.6913889,23.05888889,Mexico,Baja California Sur,Oasis San José del Cabo,9,23.9,212,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Eleotridae,Dormitator,Dormitator_latifrons,"(Richardson, 1844)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_brentnickoli,"Monks, Pulido & Violante, 2011",Adult,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-109.6913889,23.05888889,Mexico,Baja California Sur,Oasis San José del Cabo,9,23.9,212,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Eleotridae,Dormitator,Dormitator_latifrons,"(Richardson, 1844)",LC,NA,Stomach,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus,Neoechinorhynchus_brentnickoli,"Monks, Pulido & Violante, 2011",Adult,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-114.1069444,27.61055556,Mexico,Baja California Sur,Laguna Scammon (Ojo de Liebre),5,20.8,99,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys_mirabilis,"Cooper, 1864",LC,NA,Blood vessels,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Vasorhabdochona,Vasorhabdochona_cablei,"Martin & Zam, 1967",Adult,"Martin, E. W. & S. G. Zam. 1967. Vasorhabdochona cablei gen. et sp. n. (Nematoda) from blood vessels of the marine fish, Gillichthys mirabilis Cooper. Journal of Parasitology. 53(2): 389-391.",
-114.1069444,27.61055556,Mexico,Baja California Sur,Laguna Scammon (Ojo de Liebre),5,20.8,99,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys_mirabilis,"Cooper, 1864",LC,NA,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Nematoda,Chromadorea,Rhabditida,Camallanidae,Procamallanus,Procamallanus_pereirai,"(Annereaux, 1946) Olsen, 1952",Adult,"Martin, E. W. & S. Multani. 1970. Some helminths of the mudsucker fish, Gillichthys mirabilis Cooper. Bulletin of the Society of California Academy of Sciences. 69(3-4): 161-168.",
-109.7552778,23.36638889,Mexico,Baja California Sur,Oasis Miraflores-La Tinaja,190,23.4,412,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia_affinis,"(Baird & Girard, 1853)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Schyzocotyle,Schyzocotyle_acheilognathi,"(Yamaguti, 1934) Brabec, Waeschenbach, Scholz, Littlewood & Kuchta, 2015",Adult,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.1288889,26.15833333,Mexico,Baja California Sur,Oasis La Purisima,62,22.4,104,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Coptodon,Coptodon_zillii,"(Gervais, 1848)",NA,NE,Gills,Ectoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Monogenea,Dactylogyridea,Ancyrocephalidae,Cichlidogyrus,Cichlidogyrus_sclerosus,"Paperna & Thurston, 1969",Adult,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-109.6913889,23.05888889,Mexico,Baja California Sur,Oasis San José del Cabo,9,23.9,212,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Coptodon,Coptodon_zillii,"(Gervais, 1848)",NA,NE,Gills,Ectoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Monogenea,Dactylogyridea,Ancyrocephalidae,Cichlidogyrus,Cichlidogyrus_sclerosus,"Paperna & Thurston, 1969",Adult,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.9880556,27.2175,Mexico,Baja California Sur,Oasis Corralitos,39,21.6,87,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus_carpio,"Linneo, 1758",NA,CR,Gills,Ectoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Monogenea,Dactylogyridea,Dactylogyridae,Dactylogyrus,Dactylogyrus_anchoratus,"(Dujardin, 1845) Wagener, 1857",Adult,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.9138889,27.27444444,Mexico,Baja California Sur,Oasis Poza Larga,99,21.3,93,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus_carpio,"Linneo, 1758",NA,CR,Gills,Ectoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Monogenea,Dactylogyridea,Dactylogyridae,Dactylogyrus,Dactylogyrus_anchoratus,"(Dujardin, 1845) Wagener, 1857",Adult,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.9880556,27.2175,Mexico,Baja California Sur,Oasis Corralitos,39,21.6,87,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus_carpio,"Linneo, 1758",NA,CR,Gills,Ectoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Monogenea,Dactylogyridea,Dactylogyridae,Dactylogyrus,Dactylogyrus_extensus,"Mueller & van Cleave, 1932",Adult,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.8675,27.175,Mexico,Baja California Sur,Oasis San Ignacio,139,21.4,87,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_reticulata,"Peters, 1859",NA,NE,Gills,Ectoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Centrocestus,Centrocestus_formosanus,"(Nishigori, 1924) Price, 1932",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-111.2908333,24.90944444,Mexico,Baja California Sur,Oasis San Luis Gonzaga,153,21.5,173,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_reticulata,"Peters, 1859",NA,NE,Gills,Ectoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Centrocestus,Centrocestus_formosanus,"(Nishigori, 1924) Price, 1932",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-109.6913889,23.05888889,Mexico,Baja California Sur,Oasis San José del Cabo,9,23.9,212,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_reticulata,"Peters, 1859",NA,NE,Gills,Ectoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Centrocestus,Centrocestus_formosanus,"(Nishigori, 1924) Price, 1932",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-111.0819444,24.83916667,Mexico,Baja California Sur,Presa San Pedro,170,21.7,206,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_reticulata,"Peters, 1859",NA,NE,Gills,Ectoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Centrocestus,Centrocestus_formosanus,"(Nishigori, 1924) Price, 1932",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-114.1069444,27.61055556,Mexico,Baja California Sur,Laguna Scammon (Ojo de Liebre),5,20.8,99,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys_mirabilis,"Cooper, 1864",LC,NA,Gills,Ectoparasite,Native,Brackish,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Acanthotrema,Acanthotrema_hancocki,"Lafuente, Roca & Carbonell, 2000",Larva,"Martin, E. W. & S. Multani. 1970. Some helminths of the mudsucker fish, Gillichthys mirabilis Cooper. Bulletin of the Society of California Academy of Sciences. 69(3-4): 161-168.",
-109.6913889,23.05888889,Mexico,Baja California Sur,Oasis San José del Cabo,9,23.9,212,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Eleotridae,Eleotris,Eleotris_picta,"Kner, 1863",LC,NA,Gills,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Centrocestus,Centrocestus_formosanus,"(Nishigori, 1924) Price, 1932",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.9983333,27.21083333,Mexico,Baja California Sur,Oasis Los Pinos,39,21.6,87,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus_lima,"Vaillant, 1894",EN,NA,Gills,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_nana,"Ransom, 1920",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-112.9880556,27.2175,Mexico,Baja California Sur,Oasis Corralitos,39,21.6,87,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus_lima,"Vaillant, 1894",EN,NA,Gills,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_nana,"Ransom, 1920",Larva,"Méndez, O., G., Salgado-Maldonado, J., M., Caspeta-Mandujano & G., Cabañas-Carranza. 2010. Helminth parasites of some freshwater fishes from Baja California Sur, Mexico. Zootaxa. 2327: 44-50.",
-114.1069444,27.61055556,Mexico,Baja California Sur,Laguna Scammon (Ojo de Liebre),5,20.8,99,1,1,Deserts & Xeric Shrublands,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys_mirabilis,"Cooper, 1864",LC,NA,Intestine,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Lecithasteridae,Lecithaster,Lecithaster_minimus,"Martin & Multani, 1970",Adult,"Martin, E. W. & S. Multani. 1970. Some helminths of the mudsucker fish, Gillichthys mirabilis Cooper. Bulletin of the Society of California Academy of Sciences. 69(3-4): 161-168.",
