Longitude,Latitude,Country,State,Locality,Elevation,Temperature,Precipitation,Buffer_0km ,Buffer_1km,Biome,Kingdom_host,Subkingdom_host,Phylum_host,Class_host,Order_host,Family_host,Genus_host,Host_species,Authors_host,IUCN,FishBase,Site_of_infection,Parasite_habitat,Exotic_or_native,Environment,Kingdom_parasite,Subkingdom_parasite,Phylum_parasite,Class_parasite,Order_parasite,Family_parasite,Genus_parasite,Parasite_species,Authors_parasite,Stage,Reference,
-93.87277778,17.58277778,Mexico,Tabasco,Rio Puyacatengo,120,25.3,2908,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_petenensis,"Günther, 1866",NA,NE,Heart,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_felippei,"Travassos, 1928",Larva,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-92.94972222,18.18333333,Mexico,Tabasco,Laguna Horizonte,2,26.7,1756,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Heart,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_nana,"Ransom, 1920",Larva,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-92.4925,18.34944444,Mexico,Tabasco,Pantanos de Centla,0,26.2,1758,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_petenensis,"Günther, 1866",NA,NE,Heart,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_felippei,"Travassos, 1928",Larva,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-92.94972222,18.18333333,Mexico,Tabasco,Laguna Horizonte,2,26.7,1756,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Heart,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Macroderoididae,Perezitrema,Perezitrema_bychowskyi,"(Caballero & Caballero, 1975) Brooks, 1980",Larva,"Aguirre-Macedo, M. L. & L. García-Magaña. 1994. Metacercarias de cíclidos nativos del sureste de México; Taxonomía y claves para su reconocimiento. Universidad & Ciencia. 11: 5-35.",
-92.4925,18.34944444,Mexico,Tabasco,Pantanos de Centla,0,26.2,1758,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Centropomidae,Centropomus,Centropomus_undecimalis,"(Bloch, 1792)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Cryptogonimidae,Siphoderina,Siphoderina_olmecus,"(Lamothe, Pineda & Andrade, 1989) Miller & Cribb, 2008",Adult,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-94.01916667,18.19166667,Mexico,Tabasco,Laguna El Yucateco,0,25.7,2202,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys_aureus,"(Günther, 1862)",DD,NA,Intestinal wall,Endoparasite,Native,Brackish,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_nana,"Ransom, 1920",Larva,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-92.4925,18.34944444,Mexico,Tabasco,Pantanos de Centla,0,26.2,1758,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Belonesox,Belonesox_belizanus,"Kner, 1860",LC,NA,Intestinal wall,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_nana,"Ransom, 1920",Larva,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-91.59305556,17.76416667,Mexico,Tabasco,Laguna El Guanal,14,26.6,2016,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Parachromis_managuensis,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Haploporidae,Saccocoelioides,Saccocoelioides_sogandaresi,"Lumsden, 1963",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-93.01861111,18.17055556,Mexico,Tabasco,Camellones Chontales (Nacajuca),0,26.7,1698,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia_sp.,NA,NA,NA,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Haploporidae,Saccocoelioides,Saccocoelioides_sogandaresi,"Lumsden, 1963",Adult,"Vidal-Martínez V. M. 1995. Processes structuring the helminth communities of native cichlid fishes from southern Mexico. PhD Thesis, Faculty of Science, University of Exeter, Exeter, United Kingdom: 164 pp.",
-91.59305556,17.76416667,Mexico,Tabasco,Laguna El Guanal,14,26.6,2016,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Parachromis_managuensis,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Derogenidae,Genarchella,Genarchella_isabellae,"(Lamothe, 1977) Kohn, Fernandes, Gibson & Froes, 1990",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-91.59305556,17.76416667,Mexico,Tabasco,Laguna El Guanal,14,26.6,2016,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Parachromis_managuensis,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-92.18388889,18.0875,Mexico,Tabasco,Rio Jonuta,0,26.7,2021,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Parachromis_motaguensis,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Pineda-López, R., V. Carballo, M. Fucugauchi, L. García-Magaña. 1985. Metazoarios parásitos de peces de importancia comercial de la Región de los Ríos, Tabasco, México. Usumacinta. 1(1): 197-270.",
-92.4925,18.34944444,Mexico,Tabasco,Pantanos de Centla,0,26.2,1758,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Parachromis_managuensis,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Cryptogonimidae,Oligogonotylus,Oligogonotylus_manteri,"Watson, 1976",Adult,López-Jiménez S. 2001. Estudio parasitológico de los peces de aguas dulces del estado de Tabasco. Gaceta Regional Sigolfo. 3(9): 8-10.,
-92.18388889,18.0875,Mexico,Tabasco,Rio Jonuta,0,26.7,2021,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Parachromis,Parachromis_managuensis,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_opisthoseminis,"Bravo & Arroyo, 1962",Adult,"Pineda-López, R., V. Carballo, M. Fucugauchi, L. García-Magaña. 1985. Metazoarios parásitos de peces de importancia comercial de la Región de los Ríos, Tabasco, México. Usumacinta. 1(1): 197-270.",
-91.15305556,17.77027778,Mexico,Tabasco,Rio San Pedro,18,26.4,1641,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Maskaheros,Maskaheros_argenteus,"(Allgayer, 1991)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-92.4925,18.34944444,Mexico,Tabasco,Pantanos de Centla,0,26.2,1758,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-92.4925,18.34944444,Mexico,Tabasco,Pantanos de Centla,0,26.2,1758,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Petenia,Petenia_splendida,"Günther, 1862",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-91.15305556,17.77027778,Mexico,Tabasco,Rio San Pedro,18,26.4,1641,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys_helleri,"(Steindachner, 1864)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-92.94972222,18.18333333,Mexico,Tabasco,Laguna Horizonte,2,26.7,1756,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys_helleri,"(Steindachner, 1864)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-92.94972222,18.18333333,Mexico,Tabasco,Laguna Horizonte,2,26.7,1756,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-91.59305556,17.76416667,Mexico,Tabasco,Laguna El Guanal,14,26.6,2016,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-92.93194444,18.01166667,Mexico,Tabasco,Laguna de las Ilusiones,7,27,1914,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-92.94972222,18.18333333,Mexico,Tabasco,Laguna Horizonte,2,26.7,1756,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys_helleri,"(Steindachner, 1864)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Homalometron,Homalometron_mesoamericanum,"Pérez-Ponce de León, Razo & García, 2012",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-93.87277778,17.58277778,Mexico,Tabasco,Rio Puyacatengo,120,25.3,2908,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,Cichlasoma_sp.,NA,NA,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Derogenidae,Genarchella,Genarchella_isabellae,"(Lamothe, 1977) Kohn, Fernandes, Gibson & Froes, 1990",Adult,"Salgado-Maldonado, G., R. Pineda-López, L. García-Magaña, S. López-Jiménez, V. M. Vidal-Martínez & M. L. Aguirre-Macedo. 2005. Helmintos parásitos de peces dulceacuícolas. In: J. Bueno. F. Alvarez & S. Santiago (Eds.). Biodiversidad del Estado de Tabasco, Instituto de Biología, UNAM-CONABIO, Mexico City: pp. 145-166.",
-92.93194444,18.01166667,Mexico,Tabasco,Laguna de las Ilusiones,7,27,1914,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys_pasionis,"(Rivas, 1962)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-92.93361111,18.17777778,Mexico,Tabasco,Estanque Tucta,0,26.7,1762,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys_pasionis,"(Rivas, 1962)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-92.18388889,18.0875,Mexico,Tabasco,Rio Jonuta,0,26.7,2021,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Pineda-López, R., V. Carballo, M. Fucugauchi, L. García-Magaña. 1985. Metazoarios parásitos de peces de importancia comercial de la Región de los Ríos, Tabasco, México. Usumacinta. 1(1): 197-270.",
-92.8725,18.36722222,Mexico,Tabasco,Laguna Santa Anita,0,26.3,1878,0,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Pineda-López, R., V. Carballo, M. Fucugauchi, L. García-Magaña. 1985. Metazoarios parásitos de peces de importancia comercial de la Región de los Ríos, Tabasco, México. Usumacinta. 1(1): 197-270.",
-92.93361111,18.17777778,Mexico,Tabasco,Estanque Tucta,0,26.7,1762,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-91.15305556,17.77027778,Mexico,Tabasco,Rio San Pedro,18,26.4,1641,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Vieja,Vieja_melanura,"(Günther, 1862)",DD,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Pineda-López, R., V. Carballo, M. Fucugauchi, L. García-Magaña. 1985. Metazoarios parásitos de peces de importancia comercial de la Región de los Ríos, Tabasco, México. Usumacinta. 1(1): 197-270.",
-92.94972222,18.18333333,Mexico,Tabasco,Laguna Horizonte,2,26.7,1756,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Homalometron,Homalometron_mesoamericanum,"Pérez-Ponce de León, Razo & García, 2012",Adult,"Pérez-Ponce de León, G., U. Razo-Mendivil & L. García-Magaña. 2012. Morphological and molecular evidences for the existence of two new species of Homalometron (Digenea: Apocreadiidae), parasites ofcichlids (Osteichthyes: Cichlidae). Zootaxa. 3407: 37-48.",
-92.93361111,18.17777778,Mexico,Tabasco,Estanque Tucta,0,26.7,1762,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,Ascocotyle,Ascocotyle_nana,"Ransom, 1920",Larva,"Salgado-Maldonado, G., R. Pineda-López, V. M. Vidal-Martínez & C. R.  Kennedy. 1997. A Checklist of metazoan parasites of cichlid fish from Mexico. Journal of the Helminthological Society of Washington. 64(2): 195-207.",
-92.83305556,18.24916667,Mexico,Tabasco,Rio Gonzalez (Laguna El Espino),0,26.5,1865,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Thorichthys,Thorichthys_pasionis,"(Rivas, 1962)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Razo-Mendivil, U., E. Vázquez-Domínguez, R. Rosas-Valdez, G. Pérez-Ponce de León & S. A. Nadler. 2010. Phylogenetic analysis of nuclear and mitochondrial DNA reveals a complex of cryptic species in Crassicutis cichlasomae (Digenea: Apocreadiidae), a parasite of Middle-America cichlids. International Journal for Parasitology. 40: 471-486.",
-91.42416667,17.4825,Mexico,Tabasco,Lago Canitzan (Tenosique),19,26.6,2123,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Razo-Mendivil, U., E. Vázquez-Domínguez, R. Rosas-Valdez, G. Pérez-Ponce de León & S. A. Nadler. 2010. Phylogenetic analysis of nuclear and mitochondrial DNA reveals a complex of cryptic species in Crassicutis cichlasomae (Digenea: Apocreadiidae), a parasite of Middle-America cichlids. International Journal for Parasitology. 40: 471-486.",
-92.4925,18.34944444,Mexico,Tabasco,Pantanos de Centla,0,26.2,1758,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Razo-Mendivil, U., E. Vázquez-Domínguez, R. Rosas-Valdez, G. Pérez-Ponce de León & S. A. Nadler. 2010. Phylogenetic analysis of nuclear and mitochondrial DNA reveals a complex of cryptic species in Crassicutis cichlasomae (Digenea: Apocreadiidae), a parasite of Middle-America cichlids. International Journal for Parasitology. 40: 471-486.",
-92.83305556,18.24916667,Mexico,Tabasco,Rio Gonzalez (Laguna El Espino),0,26.5,1865,1,1,Tropical & Subtropical Moist Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros_urophthalmus,"(Günther, 1862)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Apocreadiidae,Crassicutis,Crassicutis_cichlasomae,"Manter, 1936",Adult,"Pérez-Ponce de León, G., U. Razo-Mendivil, R. Rosas-Valdéz, B. Mendoza-Garfias & H. Mejía-Madrid. 2008. Description of a new species of Crassicutis Manter, 1936, parasite of Cichlasoma beani Jordan (Osteichthyes: Cichlidae) in Mexico, based on morphology and sequences of the ITS1 and 28S ribosomal RNA genes. Journal of Parasitology. 94(1): 257-263.",
